pattern_id	family	title	feel	nav	ix_default	shell	density	platform	quarantine	notes
tasks-desktop	industry-app	Tasks Desktop	board/list detail	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-TOOL-CANVAS	D-DEFAULT	desktop-web	0	desktop; industry shell
crm-desktop	industry-app	CRM Desktop	pipeline contacts	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
crm-mobile	industry-app	CRM Mobile	today queue log call	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
support-desktop	industry-app	Support Desktop	ticket workspace	NAV-MASTER-DETAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN-INSP	D-COMPACT	desktop-web	0	desktop; industry shell
support-mobile	industry-app	Support Mobile	on-call ticket	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-DEFAULT	mobile-phone	0	mobile; industry shell
hr-desktop	industry-app	HR Desktop	people requests	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-DEFAULT	desktop-web	0	desktop; industry shell
hr-mobile	industry-app	HR Mobile	leave requests	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
erp-desktop	industry-app	ERP Desktop	modules dense tables	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
inventory-mobile	industry-app	Inventory Mobile	scan count bins	NAV-NONE-FOCUS	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
inventory-desktop	industry-app	Inventory Desktop	SKU grid adjust	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
logistics-mobile	industry-app	Driver Mobile	stops nav complete	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
logistics-desktop	industry-app	Dispatch Desktop	board map assign	NAV-MASTER-DETAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-TOOL-CANVAS	D-COMPACT	desktop-web	0	desktop; industry shell
field-service-mobile	industry-app	Field Service Mobile	jobs checklist photo	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
field-service-desktop	industry-app	Field Service Desktop	schedule board	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-TOOL-CANVAS	D-COMPACT	desktop-web	0	desktop; industry shell
education-mobile	industry-app	Learning Mobile	courses lessons	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-COMFORTABLE	mobile-phone	0	mobile; industry shell
education-desktop	industry-app	LMS Desktop	courses gradebook	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-DEFAULT	desktop-web	0	desktop; industry shell
media-mobile	industry-app	Media Mobile	player feed	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-FEED	D-DEFAULT	mobile-phone	0	mobile; industry shell
media-desktop	industry-app	Media Desktop	library player	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-TOOL-CANVAS	D-DEFAULT	desktop-web	0	desktop; industry shell
social-mobile	industry-app	Social Mobile	feed create profile	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-FEED	D-DEFAULT	mobile-phone	0	mobile; industry shell
social-desktop	industry-app	Social Desktop	feed optional rail	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN	D-DEFAULT	desktop-web	0	desktop; industry shell
devtool-desktop	industry-app	Developer Tool	editor panels on demand	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-IDE-LITE	D-COMPACT	desktop-web	0	desktop; industry shell
design-tool-desktop	industry-app	Design Tool	canvas tools	NAV-TOOLBAR	IX-KEYBOARD-SHORTCUTS	SH-DESK-TOOL-CANVAS	D-DEFAULT	desktop-web	0	desktop; industry shell
analytics-desktop	industry-app	Analytics Desktop	explore charts	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DASH	D-COMPACT	desktop-web	0	desktop; industry shell
analytics-mobile	industry-app	Analytics Mobile	kpi cards drill	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-DEFAULT	mobile-phone	0	mobile; industry shell
iot-mobile	industry-app	IoT Mobile	device status control	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
iot-desktop	industry-app	IoT Desktop	fleet grid map	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DASH	D-COMPACT	desktop-web	0	desktop; industry shell
security-soc-desktop	industry-app	SOC Desktop	alerts timeline	NAV-MASTER-DETAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN-INSP	D-COMPACT	desktop-web	0	desktop; industry shell
password-mobile	industry-app	Password Manager Mobile	vault autofill	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
password-desktop	industry-app	Password Manager Desktop	vault generator	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-DEFAULT	desktop-web	0	desktop; industry shell
travel-mobile	industry-app	Travel Mobile	trips boarding	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
travel-desktop	industry-app	Travel Desktop	itinerary booking	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN	D-DEFAULT	desktop-web	0	desktop; industry shell
food-delivery-mobile	industry-app	Food Delivery Mobile	browse cart track	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
food-courier-mobile	industry-app	Courier Mobile	orders nav photo	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
food-merchant-desktop	industry-app	Merchant Desktop	orders kitchen	NAV-MASTER-DETAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN-INSP	D-COMPACT	desktop-web	0	desktop; industry shell
ride-mobile	industry-app	Ride Hail Mobile	map request trip	NAV-BOTTOM-SHEET	IX-PRIMARY-THUMB	SH-PHONE-SHEET	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
ride-driver-mobile	industry-app	Driver Mobile	requests nav	NAV-NONE-FOCUS	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
realestate-mobile	industry-app	Property Mobile	search map shortlist	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
realestate-desktop	industry-app	Property Desktop	search map table	NAV-MASTER-DETAIL	IX-EMPTY-CTA	SH-TABLET-SPLIT	D-DEFAULT	mobile-tablet	0	desktop; industry shell
news-mobile	industry-app	News Mobile	sections article	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-FEED	D-DEFAULT	mobile-phone	0	mobile; industry shell
news-desktop	industry-app	News Desktop	sections article	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DOCUMENT	D-DEFAULT	desktop-web	0	desktop; industry shell
weather-mobile	industry-app	Weather Mobile	conditions hourly	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-COMFORTABLE	mobile-phone	0	mobile; industry shell
photos-mobile	industry-app	Photos Mobile	library memories	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-FEED	D-DEFAULT	mobile-phone	0	mobile; industry shell
photos-desktop	industry-app	Photos Desktop	library edit	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-TOOL-CANVAS	D-DEFAULT	desktop-web	0	desktop; industry shell
music-mobile	industry-app	Music Mobile	player library	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
music-desktop	industry-app	Music Desktop	library player queue	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN-INSP	D-DEFAULT	desktop-web	0	desktop; industry shell
podcast-mobile	industry-app	Podcast Mobile	shows episodes player	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
podcast-desktop	industry-app	Podcast Desktop	library queue	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN	D-DEFAULT	desktop-web	0	desktop; industry shell
finance-markets-mobile	industry-app	Markets Mobile	watchlist quotes	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
finance-markets-desktop	industry-app	Markets Desktop	blotter charts	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
trading-desktop	industry-app	Trading Desktop	order entry dense	NAV-TOOLBAR	IX-KEYBOARD-SHORTCUTS	SH-DESK-IDE-LITE	D-COMPACT	desktop-web	0	desktop; industry shell
insurance-mobile	industry-app	Insurance Mobile	policies claims	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
insurance-desktop	industry-app	Insurance Desktop	policies claims queue	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
gov-services-mobile	industry-app	Gov Services Mobile	tasks forms status	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
gov-services-desktop	industry-app	Gov Services Desktop	cases queue	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-DEFAULT	desktop-web	0	desktop; industry shell
tax-desktop	industry-app	Tax Desktop	forms wizard review	NAV-WIZARD	IX-KEYBOARD-SHORTCUTS	SH-DESK-DOCUMENT	D-DEFAULT	desktop-web	0	desktop; industry shell
tax-mobile	industry-app	Tax Mobile	upload status	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-DEFAULT	mobile-phone	0	mobile; industry shell
legal-desktop	industry-app	Legal Desktop	matters documents	NAV-SIDE-TREE	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN-INSP	D-COMPACT	desktop-web	0	desktop; industry shell
legal-mobile	industry-app	Legal Mobile	deadlines tasks	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
construction-mobile	industry-app	Construction Mobile	site daily photos	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
construction-desktop	industry-app	Construction Desktop	projects drawings	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-TOOL-CANVAS	D-COMPACT	desktop-web	0	desktop; industry shell
manufacturing-desktop	industry-app	MES Desktop	lines work orders	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
manufacturing-mobile	industry-app	Shop Floor Mobile	scan complete	NAV-NONE-FOCUS	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
energy-desktop	industry-app	Energy Ops Desktop	grid status alarms	NAV-MASTER-DETAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DASH	D-COMPACT	desktop-web	0	desktop; industry shell
energy-mobile	industry-app	Energy Field Mobile	assets inspect	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
agriculture-mobile	industry-app	Ag Mobile	fields tasks weather	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
agriculture-desktop	industry-app	Ag Desktop	fields seasons plans	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DASH	D-DEFAULT	desktop-web	0	desktop; industry shell
nonprofit-mobile	industry-app	Nonprofit Mobile	donate volunteer	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-COMFORTABLE	mobile-phone	0	mobile; industry shell
nonprofit-desktop	industry-app	Nonprofit Desktop	campaigns donors	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-DEFAULT	desktop-web	0	desktop; industry shell
event-mobile	industry-app	Event Mobile	agenda tickets map	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
event-desktop	industry-app	Event Desktop	registration agenda	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN	D-DEFAULT	desktop-web	0	desktop; industry shell
hotel-mobile	industry-app	Hotel Mobile	stay key services	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
hotel-desktop	industry-app	Hotel Desktop	reservations folio	NAV-MASTER-DETAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN-INSP	D-COMPACT	desktop-web	0	desktop; industry shell
restaurant-pos-tablet	industry-app	Restaurant POS Tablet	tickets menu pay	NAV-NONE-FOCUS	IX-EMPTY-CTA	SH-TABLET-SPLIT	D-TOUCH-COMFORT	mobile-tablet	0	tablet; industry shell
restaurant-backoffice	industry-app	Restaurant Backoffice	menus labour	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
school-mobile	industry-app	School Parent Mobile	messages attendance	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
school-desktop	industry-app	School Admin Desktop	roster attendance	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
university-mobile	industry-app	Uni Mobile	timetable campus	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
university-desktop	industry-app	Uni Admin Desktop	enrolment records	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
library-mobile	industry-app	Library Mobile	search loans	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
library-desktop	industry-app	Library Desktop	catalogue circulation	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
museum-mobile	industry-app	Museum Mobile	visit guide audio	NAV-TAB+STACK	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-COMFORTABLE	mobile-phone	0	mobile; industry shell
museum-desktop	industry-app	Museum Desktop	collections CMS	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-DEFAULT	desktop-web	0	desktop; industry shell
sports-mobile	industry-app	Sports Mobile	scores follow live	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
sports-desktop	industry-app	Sports Desktop	stats tables live	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DASH	D-COMPACT	desktop-web	0	desktop; industry shell
betting-careful-mobile	industry-app	Betting UI Careful	clear stakes responsible	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
gaming-mobile	industry-app	Casual Game Shell	play overlay menus	NAV-NONE-FOCUS	IX-PRIMARY-THUMB	SH-PHONE-CANVAS	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
gaming-desktop	industry-app	PC Game Launcher	library friends	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN	D-DEFAULT	desktop-web	0	desktop; industry shell
vpn-mobile	industry-app	VPN Mobile	connect status regions	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-DEFAULT	mobile-phone	0	mobile; industry shell
vpn-desktop	industry-app	VPN Desktop	connect routes	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN	D-DEFAULT	desktop-web	0	desktop; industry shell
backup-desktop	industry-app	Backup Desktop	sources schedule status	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN	D-DEFAULT	desktop-web	0	desktop; industry shell
backup-mobile	industry-app	Backup Mobile	status restore	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-DEFAULT	mobile-phone	0	mobile; industry shell
smart-home-mobile	industry-app	Smart Home Mobile	rooms scenes devices	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-DEFAULT	mobile-phone	0	mobile; industry shell
smart-home-desktop	industry-app	Smart Home Desktop	floorplan devices	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-TOOL-CANVAS	D-DEFAULT	desktop-web	0	desktop; industry shell
printer-admin-desktop	industry-app	Print Admin	queues devices	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
mdm-desktop	industry-app	Device Management	fleet compliance	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-DATAGRID	D-COMPACT	desktop-web	0	desktop; industry shell
mdm-mobile	industry-app	Device Enrol Mobile	enrol status	NAV-WIZARD	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-TOUCH-COMFORT	mobile-phone	0	mobile; industry shell
os-ios-large-title	os-patterns	iOS large title pattern	Collapse on scroll	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-COMFORTABLE	mobile-phone	0	iOS HIG
os-ios-inset-grouped	os-patterns	iOS inset grouped list	Settings style	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-DEFAULT	mobile-phone	0	iOS HIG
os-ios-swipe-back	os-patterns	iOS interactive pop	Edge swipe back	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-DEFAULT	mobile-phone	0	iOS
os-material-nav-bar	os-patterns	Material bottom nav	3–5 destinations	NAV-BOTTOM-TABS	IX-PRIMARY-THUMB	SH-PHONE-TABS	D-TOUCH-COMFORT	mobile-phone	0	Material
os-material-top-app-bar	os-patterns	Material top app bar	Nav + actions	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-DEFAULT	mobile-phone	0	Material
os-material-fab	os-patterns	Material FAB	Primary create	NAV-STACK-PUSH	IX-FAB	SH-PHONE-FEED	D-TOUCH-COMFORT	mobile-phone	0	Material
os-material-nav-rail	os-patterns	Material nav rail	Tablet/desktop	NAV-SIDE-RAIL	IX-EMPTY-CTA	SH-TABLET-RAIL	D-DEFAULT	mobile-tablet	0	Material
os-android-back	os-patterns	Android back affordance	Predictable back stack	NAV-STACK-PUSH	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-DEFAULT	mobile-phone	0	Android
os-android-snackbar	os-patterns	Snackbar + action	Undo short	NAV-STACK-PUSH	IX-UNDO-TOAST	SH-PHONE-STACK	D-DEFAULT	mobile-phone	0	Material
os-win-titlebar	os-patterns	Windows titlebar patterns	App icon caption buttons	NAV-MENUBAR	IX-KEYBOARD-SHORTCUTS	SH-DESK-DOCUMENT	D-DEFAULT	desktop-web	0	WinUI
os-win-navigation-view	os-patterns	Win NavigationView	Left nav expand	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN	D-DEFAULT	desktop-web	0	WinUI
os-macos-toolbar	os-patterns	macOS toolbar	Unified titlebar toolbar	NAV-TOOLBAR	IX-KEYBOARD-SHORTCUTS	SH-DESK-DOCUMENT	D-DEFAULT	desktop-web	0	HIG
os-macos-sidebar	os-patterns	macOS sidebar	Source list	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN	D-DEFAULT	desktop-web	0	HIG
os-linux-desktop	os-patterns	Linux desktop app	Follow platform toolkit	NAV-SIDE-RAIL	IX-KEYBOARD-SHORTCUTS	SH-DESK-RAIL-MAIN	D-DEFAULT	desktop-web	0	GNOME/KDE
os-watch-complication	os-patterns	Watch glance	Tiny critical metric	NAV-NONE-FOCUS	IX-PRIMARY-THUMB	SH-PHONE-CANVAS	D-TOUCH-COMFORT	mobile-phone	1	Wearable — brief only; QUARANTINE brief-only non-web: Wearable — brief only; NOT for combo sampling — brief-only
os-tv-10foot	os-patterns	10-foot UI	Focus engine large	NAV-NONE-FOCUS	IX-KEYBOARD-SHORTCUTS	SH-DESK-DASH	D-COMFORTABLE	desktop-web	1	TV; QUARANTINE brief-only non-web: TV; NOT for combo sampling — brief-only
os-kiosk-locked	os-patterns	Kiosk locked session	Timeout reset	NAV-NONE-FOCUS	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-TOUCH-COMFORT	mobile-phone	0	Kiosk
os-car-glance	os-patterns	Automotive glance	Minimal distraction	NAV-NONE-FOCUS	IX-PRIMARY-THUMB	SH-PHONE-STACK	D-TOUCH-COMFORT	mobile-phone	1	Auto — careful; QUARANTINE brief-only non-web: Auto — careful; NOT for combo sampling — brief-only
