combo_id	pattern_id	title	family	platform	nav	shell	density	interaction	brief_lock
A0480	d-support-console	Support console	desktop-structure	desktop-web	NAV-MASTER-DETAIL	SH-DESK-RAIL-MAIN-INSP	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-support-console; NAV=NAV-MASTER-DETAIL; SHELL=SH-DESK-RAIL-MAIN-INSP; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=virtual-list,aria-expanded,overscroll,focus-visible; FEEL=Ticket queue + workspace
A0481	news-mobile	News Mobile	industry-app	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=news-mobile; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=sticky-footer-cta,install-pwa,share-api,push-web; FEEL=sections article
A0482	m-thumb-zone-cta	Thumb-zone primary CTA	mobile-touch-a11y	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-TOUCH-COMFORT	IX-STICKY-FOOTER-CTA	PLATFORM=mobile-phone; PATTERN=m-thumb-zone-cta; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-TOUCH-COMFORT; IX=IX-STICKY-FOOTER-CTA; IMPL=bottom-nav-fixed,prefers-contrast,skeleton-css,service-worker-offline; FEEL=Primary near bottom
A0483	m-detail-push	Detail push	mobile-structure	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-detail-push; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=skeleton-css,push-web,network-information,debounce-search; FEEL=List to detail with back
A0484	x-localization-ready	Localization ready	cross-platform-app	responsive-app	NAV-NONE-FOCUS	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=responsive-app; PATTERN=x-localization-ready; NAV=NAV-NONE-FOCUS; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=clipboard-api,url-state,focus-visible,will-change-sparing; FEEL=No truncated critical labels
A0485	podcast-mobile	Podcast Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=podcast-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=pointer-events,min-touch,bottom-nav-fixed,file-capture; FEEL=shows episodes player
A0486	ride-driver-mobile	Driver Mobile	industry-app	mobile-phone	NAV-NONE-FOCUS	SH-PHONE-STACK	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=ride-driver-mobile; NAV=NAV-NONE-FOCUS; SHELL=SH-PHONE-STACK; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=prefers-color-scheme,debounce-search,autocomplete,url-state; FEEL=requests nav
A0487	photos-desktop	Photos Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=photos-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=hover-media,popover-api,prefers-color-scheme,live-region; FEEL=library edit
A0488	os-linux-desktop	Linux desktop app	os-patterns	desktop-web	NAV-SIDE-RAIL	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=os-linux-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=content-visibility,will-change-sparing,focus-trap,csrf-safe; FEEL=Follow platform toolkit
A0489	restaurant-pos-tablet	Restaurant POS Tablet	industry-app	mobile-tablet	NAV-MODAL-SHEET	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-EMPTY-CTA	PLATFORM=mobile-tablet; PATTERN=restaurant-pos-tablet; NAV=NAV-MODAL-SHEET; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-EMPTY-CTA; IMPL=bottom-nav-fixed,dialog-element,intersection-infinite,autocomplete; FEEL=tickets menu pay
A0490	m-action-sheet	Action sheet confirm	mobile-structure	mobile-phone	NAV-WIZARD	SH-PHONE-SHEET	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-action-sheet; NAV=NAV-WIZARD; SHELL=SH-PHONE-SHEET; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=dialog-element,content-visibility,sticky-footer-cta,touch-action; FEEL=Destructive choices clear
A0491	legal-mobile	Legal Mobile	industry-app	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=legal-mobile; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=network-information,aria-expanded,skeleton-css,dvh-units; FEEL=deadlines tasks
A0492	d-calendar-desktop	Calendar app	desktop-structure	desktop-web	NAV-SIDE-RAIL	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-calendar-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=intersection-infinite,grid-app-shell,prefers-reduced-motion,live-region; FEEL=Time grid primary
A0493	m-checkout-linear	Mobile checkout linear	mobile-structure	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-STACK	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-checkout-linear; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-STACK; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=prefers-contrast,biometric-webauthn,safe-area-css,optimistic-ui; FEEL=Steps, progress, sticky pay
A0494	banking-desktop	Desktop Banking	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=banking-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=skeleton-css,autocomplete,debounce-search,popover-api; FEEL=accounts table transfers
A0495	gaming-mobile	Casual Game Shell	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DOCUMENT	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=desktop-web; PATTERN=gaming-mobile; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DOCUMENT; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=virtual-list,scroll-padding,hover-media,resize-observer; FEEL=play overlay menus
A0496	os-material-fab	Material FAB	os-patterns	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-SHEET	D-TOUCH-COMFORT	IX-FAB	PLATFORM=mobile-phone; PATTERN=os-material-fab; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-SHEET; DENSITY=D-TOUCH-COMFORT; IX=IX-FAB; IMPL=abort-controller,safe-area-css,inputmode,focus-visible; FEEL=Primary create
A0497	x-localization-ready	Localization ready	cross-platform-app	responsive-app	NAV-NONE-FOCUS	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=responsive-app; PATTERN=x-localization-ready; NAV=NAV-NONE-FOCUS; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=service-worker-offline,hotkeys,content-visibility,app-badge; FEEL=No truncated critical labels
A0498	iot-desktop	IoT Desktop	industry-app	desktop-web	NAV-TOOLBAR	SH-DESK-DATAGRID	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=iot-desktop; NAV=NAV-TOOLBAR; SHELL=SH-DESK-DATAGRID; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=pointer-events,prefers-color-scheme,roving-tabindex,drag-drop-desktop; FEEL=fleet grid map
A0499	maps-desktop	Desktop Maps	industry-app	responsive-app	NAV-COMMAND-PALETTE	SH-TABLET-RAIL	D-DEFAULT	IX-EMPTY-CTA	PLATFORM=responsive-app; PATTERN=maps-desktop; NAV=NAV-COMMAND-PALETTE; SHELL=SH-TABLET-RAIL; DENSITY=D-DEFAULT; IX=IX-EMPTY-CTA; IMPL=push-web,flex-phone-column,app-badge,touch-action; FEEL=map side list
A0500	d-column-custom	Column customization	desktop-density-keyboard	desktop-web	NAV-SIDE-RAIL	SH-RESPONSIVE-COLLAPSE	D-COMPACT	IX-INLINE-EDIT	PLATFORM=desktop-web; PATTERN=d-column-custom; NAV=NAV-SIDE-RAIL; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-COMPACT; IX=IX-INLINE-EDIT; IMPL=prefers-contrast,autocomplete,prefers-reduced-motion,dialog-element; FEEL=Show/hide/reorder columns
A0501	m-map-first	Map-first mobile	mobile-structure	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-SHEET	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-map-first; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-SHEET; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=overscroll,form-novalidate,min-touch,skeleton-css; FEEL=Map stage + sheet
A0502	d-file-manager	File manager	desktop-structure	desktop-web	NAV-SIDE-TREE	SH-DESK-RAIL-MAIN-INSP	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-file-manager; NAV=NAV-SIDE-TREE; SHELL=SH-DESK-RAIL-MAIN-INSP; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=drag-drop-desktop,matchmedia,skeleton-css,resize-observer; FEEL=Tree | files | preview
A0503	m-thumb-zone-cta	Thumb-zone primary CTA	mobile-touch-a11y	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-TOUCH-COMFORT	IX-STICKY-FOOTER-CTA	PLATFORM=mobile-phone; PATTERN=m-thumb-zone-cta; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-TOUCH-COMFORT; IX=IX-STICKY-FOOTER-CTA; IMPL=push-web,sticky-footer-cta,network-information,intersection-infinite; FEEL=Primary near bottom
A0504	tasks-desktop	Tasks Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=tasks-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=error-boundary-ui,focus-visible,hotkeys,dialog-element; FEEL=board/list detail
A0505	m-profile-me	Profile / Me tab	mobile-structure	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-profile-me; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=overscroll,content-visibility,push-web,optimistic-ui; FEEL=Account + prefs entry
A0506	health-mobile	Health Tracker Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=health-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=virtual-list,history-stack,vibrate-careful,aria-current; FEEL=rings trends log
A0507	x-empty-permission	Empty by permission	cross-platform-app	responsive-app	NAV-SIDE-TREE	SH-PHONE-FEED	D-DEFAULT	IX-EMPTY-CTA	PLATFORM=responsive-app; PATTERN=x-empty-permission; NAV=NAV-SIDE-TREE; SHELL=SH-PHONE-FEED; DENSITY=D-DEFAULT; IX=IX-EMPTY-CTA; IMPL=dialog-element,app-badge,vibrate-careful,push-web; FEEL=Explain access gap
A0508	library-desktop	Library Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=library-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=focus-trap,abort-controller,drag-drop-desktop,session-timeout; FEEL=catalogue circulation
A0509	d-typeahead	Typeahead find	desktop-density-keyboard	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-COMPACT	IX-SEARCH-FIRST	PLATFORM=desktop-web; PATTERN=d-typeahead; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-COMPACT; IX=IX-SEARCH-FIRST; IMPL=skeleton-css,session-timeout,popover-api,will-change-sparing; FEEL=Jump in lists
A0510	m-bottom-tabs-5	Bottom tabs (max 5)	mobile-structure	mobile-phone	NAV-MODAL-SHEET	SH-RESPONSIVE-COLLAPSE	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-bottom-tabs-5; NAV=NAV-MODAL-SHEET; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=error-boundary-ui,dvh-units,content-visibility,bottom-nav-fixed; FEEL=Peer top-level destinations
A0511	logistics-desktop	Dispatch Desktop	industry-app	desktop-web	NAV-MASTER-DETAIL	SH-DESK-TOOL-CANVAS	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=logistics-desktop; NAV=NAV-MASTER-DETAIL; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=fine-pointer,error-boundary-ui,clipboard-api,overscroll; FEEL=board map assign
A0512	event-desktop	Event Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=event-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=scroll-padding,fine-pointer,prefers-reduced-motion,resize-observer; FEEL=registration agenda
A0513	energy-desktop	Energy Ops Desktop	industry-app	responsive-app	NAV-MASTER-DETAIL	SH-DESK-DASH	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=responsive-app; PATTERN=energy-desktop; NAV=NAV-MASTER-DETAIL; SHELL=SH-DESK-DASH; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=pointer-events,sticky-footer-cta,prefers-reduced-motion,dialog-element; FEEL=grid status alarms
A0514	podcast-desktop	Podcast Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=podcast-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=localstorage-prefs,prefers-contrast,focus-visible,pointer-events; FEEL=library queue
A0515	m-media-fullscreen	Fullscreen media	mobile-content-patterns	mobile-phone	NAV-NONE-FOCUS	SH-PHONE-CANVAS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-media-fullscreen; NAV=NAV-NONE-FOCUS; SHELL=SH-PHONE-CANVAS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=matchmedia,error-boundary-ui,autocomplete,url-state; FEEL=Swipe dismiss, chrome fade
A0516	d-calendar-desktop	Calendar app	desktop-structure	desktop-web	NAV-SIDE-RAIL	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-calendar-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=virtual-list,error-boundary-ui,command-palette-js,scroll-padding; FEEL=Time grid primary
A0517	password-desktop	Password Manager Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-DATAGRID	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=password-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-DATAGRID; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=localstorage-prefs,abort-controller,virtual-list,container-queries; FEEL=vault generator
A0518	email-mobile	Mobile Email	industry-app	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=email-mobile; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=app-badge,csrf-safe,focus-visible,content-visibility; FEEL=inbox thread compose
A0519	betting-careful-mobile	Betting UI Careful	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=betting-careful-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=viewport-meta,touch-action,error-boundary-ui,min-touch; FEEL=clear stakes responsible
A0520	gov-services-desktop	Gov Services Desktop	industry-app	mobile-phone	NAV-WIZARD	SH-RESPONSIVE-COLLAPSE	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=mobile-phone; PATTERN=gov-services-desktop; NAV=NAV-WIZARD; SHELL=SH-RESPONSIVE-COLLAPSE; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=history-stack,tap-highlight,aria-current,prefers-color-scheme; FEEL=cases queue
A0521	m-map-first	Map-first mobile	mobile-structure	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-SHEET	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-map-first; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-SHEET; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=service-worker-offline,abort-controller,tap-highlight,vibrate-careful; FEEL=Map stage + sheet
A0522	d-command-first	Command palette first	desktop-structure	desktop-web	NAV-BREADCRUMB	SH-DESK-RAIL-MAIN	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-command-first; NAV=NAV-BREADCRUMB; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=debounce-search,resize-observer,popover-api,intersection-infinite; FEEL=Keyboard jump primary
A0523	gaming-desktop	PC Game Launcher	industry-app	responsive-app	NAV-DRAWER	SH-DESK-DATAGRID	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=responsive-app; PATTERN=gaming-desktop; NAV=NAV-DRAWER; SHELL=SH-DESK-DATAGRID; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=url-state,hover-media,grid-app-shell,share-api; FEEL=library friends
A0524	design-tool-desktop	Design Tool	industry-app	desktop-web	NAV-TOOLBAR	SH-DESK-TOOL-CANVAS	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=design-tool-desktop; NAV=NAV-TOOLBAR; SHELL=SH-DESK-TOOL-CANVAS; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=prefers-color-scheme,prefers-reduced-motion,resize-observer,abort-controller; FEEL=canvas tools
A0525	energy-desktop	Energy Ops Desktop	industry-app	desktop-web	NAV-MASTER-DETAIL	SH-DESK-DASH	D-COMPACT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=energy-desktop; NAV=NAV-MASTER-DETAIL; SHELL=SH-DESK-DASH; DENSITY=D-COMPACT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=live-region,roving-tabindex,aria-expanded,abort-controller; FEEL=grid status alarms
A0526	m-safe-area-chrome	Safe-area chrome	mobile-touch-a11y	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-STICKY-FOOTER-CTA	PLATFORM=mobile-phone; PATTERN=m-safe-area-chrome; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-STICKY-FOOTER-CTA; IMPL=aria-expanded,aria-current,min-touch,app-badge; FEEL=Tabs/CTAs above home indicator
A0527	m-search-tab	Search as tab	mobile-structure	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=m-search-tab; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=touch-action,install-pwa,overscroll,safe-area-css; FEEL=Search is a root job
A0528	construction-mobile	Construction Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=construction-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=url-state,dialog-element,viewport-meta,optimistic-ui; FEEL=site daily photos
A0529	gov-services-mobile	Gov Services Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=gov-services-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=optimistic-ui,install-pwa,type-date,push-web; FEEL=tasks forms status
A0530	d-skip-to-main	Skip to main	desktop-density-keyboard	desktop-web	NAV-SIDE-RAIL	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=d-skip-to-main; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=live-region,aria-current,pointer-events,error-boundary-ui; FEEL=Landmarks + skip link
A0531	event-mobile	Event Mobile	industry-app	mobile-phone	NAV-BOTTOM-TABS	SH-PHONE-TABS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=event-mobile; NAV=NAV-BOTTOM-TABS; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=viewport-meta,service-worker-offline,hover-media,inputmode; FEEL=agenda tickets map
A0532	vpn-desktop	VPN Desktop	industry-app	desktop-web	NAV-SIDE-RAIL	SH-DESK-RAIL-MAIN	D-DEFAULT	IX-KEYBOARD-SHORTCUTS	PLATFORM=desktop-web; PATTERN=vpn-desktop; NAV=NAV-SIDE-RAIL; SHELL=SH-DESK-RAIL-MAIN; DENSITY=D-DEFAULT; IX=IX-KEYBOARD-SHORTCUTS; IMPL=aria-current,content-visibility,pointer-events,error-boundary-ui; FEEL=connect routes
A0533	d-typeahead	Typeahead find	desktop-density-keyboard	desktop-web	NAV-COMMAND-PALETTE	SH-DESK-IDE-LITE	D-COMPACT	IX-SEARCH-FIRST	PLATFORM=desktop-web; PATTERN=d-typeahead; NAV=NAV-COMMAND-PALETTE; SHELL=SH-DESK-IDE-LITE; DENSITY=D-COMPACT; IX=IX-SEARCH-FIRST; IMPL=resize-observer,form-novalidate,dialog-element,optimistic-ui; FEEL=Jump in lists
A0534	realestate-desktop	Property Desktop	industry-app	mobile-tablet	NAV-MASTER-DETAIL	SH-TABLET-SPLIT	D-DEFAULT	IX-EMPTY-CTA	PLATFORM=mobile-tablet; PATTERN=realestate-desktop; NAV=NAV-MASTER-DETAIL; SHELL=SH-TABLET-SPLIT; DENSITY=D-DEFAULT; IX=IX-EMPTY-CTA; IMPL=share-api,skeleton-css,sticky-footer-cta,type-date; FEEL=search map table
A0535	maps-mobile	Mobile Maps	industry-app	mobile-phone	NAV-BOTTOM-SHEET	SH-PHONE-TABS	D-TOUCH-COMFORT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=maps-mobile; NAV=NAV-BOTTOM-SHEET; SHELL=SH-PHONE-TABS; DENSITY=D-TOUCH-COMFORT; IX=IX-PRIMARY-THUMB; IMPL=install-pwa,dialog-element,share-api,aria-expanded; FEEL=map sheet search
A0536	x-role-home	Role-based home	cross-platform-app	responsive-app	NAV-TAB+STACK	SH-PHONE-TABS	D-DEFAULT	IX-EMPTY-CTA	PLATFORM=responsive-app; PATTERN=x-role-home; NAV=NAV-TAB+STACK; SHELL=SH-PHONE-TABS; DENSITY=D-DEFAULT; IX=IX-EMPTY-CTA; IMPL=type-date,matchmedia,network-information,autocomplete; FEEL=Different landing by role
A0537	notes-mobile	Notes Mobile	industry-app	mobile-phone	NAV-MODAL-SHEET	SH-PHONE-CANVAS	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=notes-mobile; NAV=NAV-MODAL-SHEET; SHELL=SH-PHONE-CANVAS; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=csrf-safe,viewport-meta,dialog-element,pointer-events; FEEL=list editor
A0538	os-material-top-app-bar	Material top app bar	os-patterns	mobile-phone	NAV-STACK-PUSH	SH-PHONE-STACK	D-DEFAULT	IX-PRIMARY-THUMB	PLATFORM=mobile-phone; PATTERN=os-material-top-app-bar; NAV=NAV-STACK-PUSH; SHELL=SH-PHONE-STACK; DENSITY=D-DEFAULT; IX=IX-PRIMARY-THUMB; IMPL=skeleton-css,flex-phone-column,abort-controller,dialog-element; FEEL=Nav + actions
